user_id,trainer_id,watched_count,rated,score_given,overlap_count,jaccard_score,direction_match,label,watch_v1,watch_v2,watch_v3,watch_v4,watch_v5
10001,425,3,0,0,1,0.5,1,2,1,0,0,1,1
10001,338,2,1,2,0,0.0,0,2,0,0,1,0,1
10001,184,4,0,0,1,0.3333333333333333,1,3,1,0,1,1,1
10001,801,0,0,0,0,0.0,0,0,0,0,0,0,0
10001,901,4,1,3,1,0.3333333333333333,1,3,1,0,1,1,1
10001,83,2,0,0,1,0.3333333333333333,1,2,0,1,0,1,0
10001,340,2,1,5,1,1.0,1,5,0,0,1,1,0
10001,988,2,1,4,1,0.3333333333333333,1,4,1,0,0,0,1
10001,905,3,1,5,1,0.3333333333333333,1,5,0,1,0,1,1
10001,525,1,0,0,0,0.0,0,1,0,0,0,1,0
10001,175,2,0,0,1,0.5,1,2,0,0,1,0,1
10001,225,2,0,0,1,0.3333333333333333,1,2,0,1,1,0,0
10001,866,4,0,0,1,0.3333333333333333,1,3,1,1,0,1,1
10001,287,2,1,5,1,0.3333333333333333,1,5,0,0,0,1,1
10001,416,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10001,144,2,0,0,1,0.5,1,2,0,0,1,0,1
10001,677,0,0,0,0,0.0,0,0,0,0,0,0,0
10001,480,3,1,5,1,1.0,1,5,1,1,0,1,0
10002,425,4,1,2,1,0.3333333333333333,1,2,1,1,1,0,1
10002,525,2,1,5,1,0.5,1,5,0,0,1,0,1
10002,801,2,1,5,1,0.5,1,5,0,0,0,1,1
10002,338,1,0,0,0,0.0,0,1,0,0,1,0,0
10002,184,3,0,0,1,0.25,1,2,0,1,0,1,1
10002,901,3,0,0,2,0.6666666666666666,1,2,1,1,0,1,0
10002,83,2,1,5,1,0.25,1,5,0,0,0,1,1
10002,988,2,1,5,1,0.25,1,5,1,0,1,0,0
10002,175,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0
10002,873,5,1,5,1,0.5,1,5,1,1,1,1,1
10002,225,2,0,0,1,0.25,1,2,0,1,1,0,0
10002,866,1,0,0,1,0.25,1,1,0,0,0,1,0
10002,287,3,1,2,2,0.6666666666666666,1,2,1,0,0,1,1
10002,416,2,0,0,1,0.25,1,2,1,1,0,0,0
10002,794,3,1,5,1,0.5,1,5,1,1,1,0,0
10002,144,2,0,0,1,0.3333333333333333,1,2,0,1,1,0,0
10002,677,0,0,0,0,0.0,0,0,0,0,0,0,0
10002,480,2,0,0,1,0.5,1,2,0,0,1,1,0
10003,425,1,0,0,1,0.5,1,1,0,0,1,0,0
