user_id,trainer_id,watched_count,rated,score_given,overlap_count,jaccard_score,direction_match,label,watch_v1,watch_v2,watch_v3,watch_v4,watch_v5
10001,248,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10001,95,4,1,5,0,0.0,0,5,0,1,1,1,1
10001,561,2,1,3,1,0.3333333333333333,1,3,1,1,0,0,0
10001,905,4,1,3,1,0.3333333333333333,1,3,1,0,1,1,1
10001,357,2,0,0,0,0.0,0,2,0,1,0,1,0
10001,619,1,0,0,1,1.0,1,1,0,1,0,0,0
10001,3,2,0,0,0,0.0,0,2,0,0,1,1,0
10001,9,1,0,0,0,0.0,0,1,0,0,1,0,0
10001,984,1,0,0,0,0.0,0,1,0,1,0,0,0
10001,43,1,0,0,0,0.0,0,1,0,0,0,0,1
10001,830,0,0,0,1,0.5,1,0,0,0,0,0,0
10001,393,1,0,0,0,0.0,0,1,0,0,1,0,0
10001,612,1,0,0,0,0.0,0,1,0,0,0,0,1
10001,340,3,1,5,1,1.0,1,5,0,1,0,1,1
10001,241,1,0,0,0,0.0,0,1,0,0,1,0,0
10001,729,2,1,3,0,0.0,0,3,0,1,0,0,1
10001,465,3,0,0,0,0.0,0,2,1,0,1,1,0
10001,614,0,0,0,0,0.0,0,0,0,0,0,0,0
10002,248,3,1,4,1,0.25,1,4,0,1,1,0,1
10002,95,1,0,0,0,0.0,0,1,0,0,0,0,1
10002,153,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0
10002,801,3,1,1,1,0.5,1,2,1,0,1,1,0
10002,698,3,1,3,1,0.3333333333333333,1,3,0,1,1,1,0
10002,619,1,0,0,1,0.5,1,1,0,0,0,1,0
10002,357,1,0,0,0,0.0,0,1,1,0,0,0,0
10002,3,3,0,0,0,0.0,0,2,0,1,1,1,0
10002,9,0,0,0,0,0.0,0,0,0,0,0,0,0
10002,984,1,0,0,0,0.0,0,1,0,1,0,0,0
10002,43,2,0,0,0,0.0,0,2,0,0,0,1,1
10002,298,1,0,0,1,0.5,1,1,0,0,0,1,0
10002,106,3,1,5,1,0.3333333333333333,1,5,1,0,1,0,1
10002,393,2,0,0,0,0.0,0,2,1,0,0,0,1
10002,612,1,0,0,0,0.0,0,1,0,1,0,0,0
10002,340,1,0,0,1,0.5,1,1,0,0,1,0,0
10002,729,0,0,0,0,0.0,0,0,0,0,0,0,0
10002,614,3,1,2,0,0.0,0,2,1,0,1,1,0
10003,248,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0
10003,95,0,0,0,0,0.0,0,0,0,0,0,0,0
10003,905,3,0,0,1,0.3333333333333333,1,2,0,1,0,1,1
10003,619,2,0,0,1,1.0,1,2,1,0,0,1,0
10003,357,1,0,0,0,0.0,0,1,0,0,0,1,0
10003,3,1,0,0,0,0.0,0,1,1,0,0,0,0
10003,9,2,1,5,0,0.0,0,5,1,0,0,1,0
10003,984,0,0,0,0,0.0,0,0,0,0,0,0,0
10003,43,3,0,0,0,0.0,0,2,1,0,1,1,0
10003,393,0,0,0,0,0.0,0,0,0,0,0,0,0
10003,612,2,0,0,0,0.0,0,2,1,0,0,1,0
10003,241,1,0,0,0,0.0,0,1,0,0,0,0,1
10003,729,2,0,0,0,0.0,0,2,1,0,0,0,1
10003,614,2,1,1,0,0.0,0,2,1,0,1,0,0
10003,323,1,0,0,0,0.0,0,1,0,0,1,0,0
10003,147,1,0,0,0,0.0,0,1,0,0,0,1,0
10003,845,1,0,0,0,0.0,0,1,0,1,0,0,0
10003,493,3,1,5,1,0.5,1,5,0,0,1,1,1
10004,248,3,0,0,1,0.25,1,2,1,1,1,0,0
10004,322,3,1,3,1,0.5,1,3,1,0,1,0,1
10004,95,0,0,0,0,0.0,0,0,0,0,0,0,0
10004,590,3,1,5,1,0.3333333333333333,1,5,0,1,0,1,1
10004,698,2,1,4,1,0.3333333333333333,1,4,1,1,0,0,0
10004,619,3,1,5,1,0.5,1,5,1,1,0,1,0
10004,357,0,0,0,0,0.0,0,0,0,0,0,0,0
10004,3,1,0,0,0,0.0,0,1,1,0,0,0,0
10004,9,1,0,0,0,0.0,0,1,0,1,0,0,0
10004,984,0,0,0,0,0.0,0,0,0,0,0,0,0
10004,43,1,0,0,0,0.0,0,1,0,0,0,0,1
10004,298,3,1,5,1,0.5,1,5,1,1,0,0,1
10004,225,4,1,4,1,0.25,1,4,1,1,0,1,1
10004,105,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10004,393,0,0,0,0,0.0,0,0,0,0,0,0,0
10004,612,2,0,0,0,0.0,0,2,1,0,0,1,0
10004,241,3,0,0,0,0.0,0,2,0,1,1,0,1
10004,729,0,0,0,0,0.0,0,0,0,0,0,0,0
10005,9,4,1,4,1,0.3333333333333333,1,4,1,1,1,1,0
10005,323,3,1,3,1,0.25,1,3,1,0,1,0,1
10005,95,1,0,0,0,0.0,0,1,0,0,0,1,0
10005,998,5,1,5,2,0.6666666666666666,1,5,1,1,1,1,1
10005,203,3,1,3,1,0.25,1,3,0,1,0,1,1
10005,3,3,0,0,0,0.0,0,2,1,1,0,1,0
10005,984,1,0,0,0,0.0,0,1,0,0,1,0,0
10005,43,2,1,4,0,0.0,0,4,0,1,0,0,1
10005,406,3,1,3,1,0.25,1,3,1,1,0,0,1
10005,950,3,0,0,1,0.3333333333333333,1,2,1,0,0,1,1
10005,393,1,0,0,0,0.0,0,1,0,0,0,1,0
10005,612,3,0,0,0,0.0,0,2,0,0,1,1,1
10005,715,2,1,2,1,0.3333333333333333,1,2,0,1,1,0,0
10005,241,2,0,0,0,0.0,0,2,0,0,0,1,1
10005,248,0,0,0,0,0.0,0,0,0,0,0,0,0
10005,729,0,0,0,0,0.0,0,0,0,0,0,0,0
10005,357,2,1,1,0,0.0,0,2,1,1,0,0,0
10005,614,1,0,0,0,0.0,0,1,0,0,0,1,0
10006,95,0,0,0,0,0.0,0,0,0,0,0,0,0
10006,698,1,0,0,1,0.5,1,1,1,0,0,0,0
10006,357,1,0,0,0,0.0,0,1,0,0,1,0,0
10006,3,1,0,0,0,0.0,0,1,0,0,0,1,0
10006,9,3,0,0,0,0.0,0,2,1,1,1,0,0
10006,984,3,0,0,0,0.0,0,2,1,1,0,0,1
10006,43,2,0,0,0,0.0,0,2,0,0,0,1,1
10006,298,3,1,3,1,1.0,1,3,1,1,1,0,0
10006,654,2,0,0,0,0.0,0,2,0,0,0,1,1
10006,393,4,0,0,0,0.0,0,3,1,1,0,1,1
10006,612,0,0,0,0,0.0,0,0,0,0,0,0,0
10006,241,1,0,0,0,0.0,0,1,0,0,1,0,0
10006,248,0,0,0,0,0.0,0,0,0,0,0,0,0
10006,729,1,0,0,0,0.0,0,1,1,0,0,0,0
10006,614,1,0,0,0,0.0,0,1,0,0,0,1,0
10006,323,0,0,0,0,0.0,0,0,0,0,0,0,0
10006,147,0,0,0,0,0.0,0,0,0,0,0,0,0
10006,845,0,0,0,0,0.0,0,0,0,0,0,0,0
10007,95,2,0,0,1,0.5,1,2,0,0,1,0,1
10007,3,1,0,0,1,0.3333333333333333,1,1,0,0,0,1,0
10007,612,1,0,0,1,0.3333333333333333,1,1,1,0,0,0,0
10007,294,3,0,0,1,0.25,1,2,0,1,0,1,1
10007,357,3,1,2,0,0.0,0,2,0,1,0,1,1
10007,120,2,0,0,1,0.5,1,2,1,0,0,0,1
10007,9,2,0,0,0,0.0,0,2,1,0,0,1,0
10007,984,0,0,0,0,0.0,0,0,0,0,0,0,0
10007,43,1,0,0,0,0.0,0,1,0,0,1,0,0
10007,471,2,1,4,1,0.5,1,4,0,0,1,0,1
10007,393,1,0,0,0,0.0,0,1,0,0,0,0,1
10007,453,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10007,241,2,1,4,0,0.0,0,4,0,0,1,0,1
10007,248,2,0,0,0,0.0,0,2,1,0,1,0,0
10007,729,0,0,0,0,0.0,0,0,0,0,0,0,0
10007,614,0,0,0,0,0.0,0,0,0,0,0,0,0
10007,870,0,0,0,0,0.0,0,0,0,0,0,0,0
10007,108,2,1,4,0,0.0,0,4,0,0,1,1,0
10008,95,0,0,0,0,0.0,0,0,0,0,0,0,0
10008,698,4,1,5,1,0.3333333333333333,1,5,1,1,1,1,0
10008,357,1,0,0,0,0.0,0,1,0,0,0,1,0
10008,3,1,0,0,0,0.0,0,1,0,1,0,0,0
10008,9,1,0,0,0,0.0,0,1,0,0,0,1,0
10008,984,1,0,0,0,0.0,0,1,0,0,0,1,0
10008,43,2,1,5,0,0.0,0,5,0,0,0,1,1
10008,298,2,0,0,1,0.5,1,2,0,0,1,1,0
10008,393,1,0,0,0,0.0,0,1,1,0,0,0,0
10008,612,2,0,0,0,0.0,0,2,0,1,0,1,0
10008,82,1,0,0,1,0.25,1,1,1,0,0,0,0
10008,241,1,0,0,0,0.0,0,1,0,0,0,1,0
10008,248,1,0,0,0,0.0,0,1,0,0,0,1,0
