user_id,trainer_id,watched_count,rated,score_given,overlap_count,jaccard_score,direction_match,label,watch_v1,watch_v2,watch_v3,watch_v4,watch_v5
10001,425,1,0,0,1,0.5,1,1,0,1,0,0,0
10001,901,3,0,0,1,0.3333333333333333,1,2,0,0,1,1,1
10001,184,1,0,0,1,0.3333333333333333,1,1,0,0,0,1,0
10001,801,1,0,0,0,0.0,0,1,0,0,0,0,1
10001,83,3,0,0,1,0.3333333333333333,1,2,0,1,1,1,0
10001,338,1,0,0,0,0.0,0,1,0,0,0,0,1
10001,905,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0
10001,525,4,1,4,0,0.0,0,4,1,0,1,1,1
10001,677,0,0,0,0,0.0,0,0,0,0,0,0,0
10001,225,2,1,3,1,0.3333333333333333,1,3,0,0,1,1,0
10001,988,2,0,0,1,0.3333333333333333,1,2,0,0,1,1,0
10001,138,4,0,0,1,0.3333333333333333,1,3,1,1,1,1,0
10001,287,3,0,0,1,0.3333333333333333,1,2,1,0,0,1,1
10001,116,2,1,4,1,0.5,1,4,0,1,1,0,0
10001,175,4,1,3,1,0.5,1,3,1,1,0,1,1
10001,320,0,0,0,1,1.0,1,0,0,0,0,0,0
10001,220,3,1,5,1,1.0,1,5,1,1,0,1,0
10001,144,1,0,0,1,0.5,1,1,0,0,0,1,0
10002,525,4,1,3,1,0.5,1,3,1,1,0,1,1
10002,801,4,1,4,1,0.5,1,4,1,0,1,1,1
10002,338,1,0,0,0,0.0,0,1,0,0,0,0,1
10002,83,4,1,3,1,0.25,1,3,1,1,0,1,1
10002,184,1,0,0,1,0.25,1,1,1,0,0,0,0
10002,425,3,1,5,1,0.3333333333333333,1,5,0,1,1,1,0
10002,175,2,1,3,1,0.3333333333333333,1,3,1,0,0,1,0
10002,901,3,1,5,2,0.6666666666666666,1,5,0,1,1,0,1
10002,416,3,1,5,1,0.25,1,5,1,0,0,1,1
10002,866,0,0,0,1,0.25,1,0,0,0,0,0,0
10002,677,2,1,4,0,0.0,0,4,1,0,0,0,1
10002,710,2,1,5,1,0.5,1,5,0,0,1,0,1
10002,225,3,1,4,1,0.25,1,4,0,1,0,1,1
10002,794,2,1,4,1,0.5,1,4,0,1,0,0,1
10002,988,4,1,2,1,0.25,1,2,1,1,1,1,0
10002,274,3,0,0,1,0.3333333333333333,1,2,1,0,1,0,1
10002,26,3,1,5,1,0.25,1,5,1,1,0,0,1
10002,138,2,0,0,1,0.25,1,2,1,0,1,0,0
10003,138,2,1,4,1,0.3333333333333333,1,4,0,1,0,1,0
10003,184,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10003,901,2,1,3,1,0.3333333333333333,1,3,1,0,1,0,0
10003,425,3,1,5,1,0.5,1,5,0,1,1,0,1
10003,801,1,0,0,0,0.0,0,1,0,0,0,0,1
10003,416,1,0,0,1,0.3333333333333333,1,1,0,0,0,1,0
10003,83,2,0,0,1,0.3333333333333333,1,2,1,1,0,0,0
10003,677,1,0,0,0,0.0,0,1,0,0,0,0,1
10003,338,1,0,0,0,0.0,0,1,0,0,0,0,1
10003,525,2,0,0,0,0.0,0,2,0,0,1,0,1
10003,905,2,0,0,1,0.3333333333333333,1,2,1,0,0,1,0
10003,175,4,1,4,1,0.5,1,4,1,1,1,0,1
10003,225,1,0,0,1,0.3333333333333333,1,1,0,0,0,0,1
10003,988,0,0,0,1,0.3333333333333333,1,0,0,0,0,0,0
10003,866,3,1,4,1,0.3333333333333333,1,4,0,1,1,0,1
10003,116,2,0,0,1,0.5,1,2,0,0,1,0,1
10003,320,2,1,5,1,1.0,1,5,0,0,0,1,1
10003,220,2,1,5,1,1.0,1,5,1,0,0,0,1
10004,184,2,1,4,1,0.25,1,4,0,0,0,1,1
10004,525,3,1,4,1,0.5,1,4,1,0,0,1,1
