trainer_id,composite_score,user_id
677,0.8314323415067919,10001
338,0.7979348974994234,10001
525,0.7377886749368009,10001
340,0.708075609036988,10001
801,0.6986994649801461,10001
83,0.6958022962530348,10001
425,0.6910804263940137,10001
175,0.6601512563598343,10001
998,0.6490784566278349,10001
534,0.6294618797775242,10001
287,0.6292992618010167,10001
771,0.6284729523864212,10001
593,0.6046877069020136,10001
414,0.5969166863394187,10001
718,0.5862732290947851,10001
184,0.5796723612312894,10001
700,0.5732192512027963,10001
974,0.5723334427696647,10001
677,0.8314323415067919,10002
338,0.7979348974994234,10002
525,0.7377886749368009,10002
83,0.6958022962530348,10002
425,0.6910804263940137,10002
175,0.6601512563598343,10002
534,0.6294618797775242,10002
287,0.6292992618010167,10002
801,0.6135548545365117,10002
593,0.6046877069020136,10002
340,0.5991172832223202,10002
414,0.5969166863394187,10002
718,0.5862732290947851,10002
184,0.5796723612312894,10002
700,0.5732192512027963,10002
974,0.5723334427696647,10002
501,0.5720245358400832,10002
910,0.568245400717463,10002
677,0.8314323415067919,10003
338,0.7979348974994234,10003
525,0.7377886749368009,10003
801,0.6986994649801461,10003
83,0.6958022962530348,10003
425,0.6910804263940137,10003
175,0.6601512563598343,10003
534,0.6294618797775242,10003
287,0.6292992618010167,10003
181,0.6126339591481067,10003
593,0.6046877069020136,10003
414,0.5969166863394187,10003
718,0.5862732290947851,10003
184,0.5796723612312894,10003
700,0.5732192512027963,10003
974,0.5723334427696647,10003
501,0.5720245358400832,10003
910,0.568245400717463,10003
677,0.8309005916393927,10004
338,0.7979348974994234,10004
525,0.7374592464908649,10004
801,0.6984750157250077,10004
83,0.6948487350344131,10004
425,0.6908199167069943,10004
175,0.6591234051454702,10004
534,0.6282400654286834,10004
287,0.6281832529701702,10004
593,0.6032825892833492,10004
414,0.595807270568061,10004
718,0.5849989765734586,10004
184,0.5788183217116875,10004
700,0.5721232084465273,10004
974,0.5709800228939701,10004
501,0.5707218425392873,10004
910,0.5670126224229437,10004
937,0.5636473162775315,10004
677,0.8314323415067919,10005
338,0.7979348974994234,10005
525,0.7377886749368009,10005
801,0.6986994649801461,10005
83,0.6958022962530348,10005
425,0.6910804263940137,10005
175,0.6601512563598343,10005
534,0.6294618797775242,10005
287,0.6292992618010167,10005
593,0.6046877069020136,10005
6,0.6035586098115446,10005
414,0.5969166863394187,10005
2,0.593964241976425,10005
718,0.5862732290947851,10005
184,0.5796723612312894,10005
700,0.5732192512027963,10005
974,0.5723334427696647,10005
501,0.5720245358400832,10005
677,0.8314323415067919,10006
338,0.7979348974994234,10006
525,0.7377886749368009,10006
801,0.6986994649801461,10006
83,0.6958022962530348,10006
425,0.6910804263940137,10006
175,0.6601512563598343,10006
534,0.6294618797775242,10006
287,0.6292992618010167,10006
593,0.6046877069020136,10006
414,0.5969166863394187,10006
718,0.5862732290947851,10006
184,0.5796723612312894,10006
700,0.5732192512027963,10006
974,0.5723334427696647,10006
501,0.5720245358400832,10006
910,0.568245400717463,10006
937,0.5652266326969528,10006
677,0.8314323415067919,10007
338,0.7979348974994234,10007
525,0.7377886749368009,10007
801,0.6986994649801461,10007
83,0.6958022962530348,10007
425,0.6910804263940137,10007
175,0.6601512563598343,10007
534,0.6294618797775242,10007
287,0.6292992618010167,10007
593,0.6046877069020136,10007
414,0.5969166863394187,10007
718,0.5862732290947851,10007
184,0.5796723612312894,10007
700,0.5732192512027963,10007
974,0.5723334427696647,10007
501,0.5720245358400832,10007
910,0.568245400717463,10007
937,0.5652266326969528,10007
677,0.8314323415067919,10008
338,0.7979348974994234,10008
525,0.7377886749368009,10008
801,0.6986994649801461,10008
83,0.6958022962530348,10008
82,0.6914421381112541,10008
425,0.6910804263940137,10008
175,0.6601512563598343,10008
534,0.6294618797775242,10008
287,0.6292992618010167,10008
593,0.6046877069020136,10008
414,0.5969166863394187,10008
718,0.5862732290947851,10008
184,0.5796723612312894,10008
700,0.5732192512027963,10008
974,0.5723334427696647,10008
501,0.5720245358400832,10008
910,0.568245400717463,10008
677,0.8314323415067919,10009
338,0.7979348974994234,10009
525,0.7377886749368009,10009
801,0.6986994649801461,10009
83,0.6958022962530348,10009
425,0.6910804263940137,10009
175,0.6601512563598343,10009
534,0.6294618797775242,10009
287,0.6292992618010167,10009
593,0.6046877069020136,10009
156,0.5982181690727113,10009
414,0.5969166863394187,10009
718,0.5862732290947851,10009
184,0.5796723612312894,10009
700,0.5732192512027963,10009
974,0.5723334427696647,10009
501,0.5720245358400832,10009
910,0.568245400717463,10009
677,0.8314323415067919,10010
338,0.7979348974994234,10010
525,0.7377886749368009,10010
801,0.6986994649801461,10010
83,0.6958022962530348,10010
425,0.6910804263940137,10010
175,0.6601512563598343,10010
534,0.6294618797775242,10010
287,0.6292992618010167,10010
771,0.6284729523864212,10010
593,0.6046877069020136,10010
414,0.5969166863394187,10010
718,0.5862732290947851,10010
184,0.5796723612312894,10010
700,0.5732192512027963,10010
974,0.5723334427696647,10010
501,0.5720245358400832,10010
910,0.568245400717463,10010
677,0.8314323415067919,10011
338,0.7979348974994234,10011
525,0.7377886749368009,10011
801,0.6986994649801461,10011
83,0.6958022962530348,10011
425,0.6910804263940137,10011
175,0.6601512563598343,10011
534,0.6294618797775242,10011
287,0.6292992618010167,10011
181,0.6126339591481067,10011
593,0.6046877069020136,10011
414,0.5969166863394187,10011
718,0.5862732290947851,10011
184,0.5796723612312894,10011
700,0.5732192512027963,10011
974,0.5723334427696647,10011
501,0.5720245358400832,10011
910,0.568245400717463,10011
677,0.8314323415067919,10012
338,0.7979348974994234,10012
525,0.7377886749368009,10012
801,0.6986994649801461,10012
83,0.6958022962530348,10012
425,0.6910804263940137,10012
175,0.6601512563598343,10012
534,0.6294618797775242,10012
287,0.6292992618010167,10012
593,0.6046877069020136,10012
414,0.5969166863394187,10012
864,0.5870687707106391,10012
718,0.5862732290947851,10012
184,0.5796723612312894,10012
700,0.5732192512027963,10012
974,0.5723334427696647,10012
501,0.5720245358400832,10012
910,0.568245400717463,10012
677,0.8314323415067919,10013
338,0.7979348974994234,10013
525,0.7377886749368009,10013
801,0.6986994649801461,10013
83,0.6958022962530348,10013
425,0.6910804263940137,10013
175,0.6601512563598343,10013
534,0.6294618797775242,10013
287,0.6292992618010167,10013
593,0.6046877069020136,10013
414,0.5969166863394187,10013
718,0.5862732290947851,10013
184,0.5796723612312894,10013
700,0.5732192512027963,10013
974,0.5723334427696647,10013
501,0.5720245358400832,10013
910,0.568245400717463,10013
937,0.5652266326969528,10013
677,0.8314323415067919,10014
338,0.7979348974994234,10014
525,0.7377886749368009,10014
801,0.6986994649801461,10014
83,0.6958022962530348,10014
425,0.6910804263940137,10014
175,0.6601512563598343,10014
534,0.6294618797775242,10014
287,0.6292992618010167,10014
593,0.6046877069020136,10014
414,0.5969166863394187,10014
718,0.5862732290947851,10014
184,0.5796723612312894,10014
700,0.5732192512027963,10014
974,0.5723334427696647,10014
501,0.5720245358400832,10014
910,0.568245400717463,10014
937,0.5652266326969528,10014
677,0.8314323415067919,10015
338,0.7979348974994234,10015
525,0.7377886749368009,10015
965,0.7366854353146991,10015
801,0.6986994649801461,10015
83,0.6958022962530348,10015
425,0.6910804263940137,10015
175,0.6601512563598343,10015
534,0.6294618797775242,10015
287,0.6292992618010167,10015
593,0.6046877069020136,10015
414,0.5969166863394187,10015
718,0.5862732290947851,10015
184,0.5796723612312894,10015
700,0.5732192512027963,10015
974,0.5723334427696647,10015
501,0.5720245358400832,10015
910,0.568245400717463,10015
677,0.8314323415067919,10016
338,0.7979348974994234,10016
525,0.7377886749368009,10016
